index,NAIC Code ,Company Name ,Calendar Year ,Net Premiums Written
539,23787,Nationwide Mutual Insurance Company,2016,112756652
540,37877,Nationwide Property and Casualty Insurance Company,2016,46502329
541,42307,Navigators Insurance Company,2016,123177306
542,36056,Navigators Specialty Insurance Company,2016,0
543,15865,NCMIC Insurance Company,2016,0
544,24171,Netherlands Insurance Company,2016,31566692
545,25852,"New England Guaranty Insurance Company, Inc.",2016,0
546,21830,New England Insurance Company,2016,0
547,23841,New Hampshire Insurance Company,2016,236967895
548,12122,New Jersey Manufacturers Insurance Company,2016,24727020
549,12130,New South Insurance Company,2016,87160263
550,14834,New York Central Mutual Fire Insurance Company,2016,474651591
551,16608,New York Marine and General Insurance Company,2016,122402161
552,20690,New York Municipal Insurance Reciprocal,2016,65051672
553,34843,New York Schools Insurance Reciprocal,2016,93366751
554,24848,Newport Insurance Company,2016,0
555,14788,NGM Insurance Company,2016,87016490
556,23965,Norfolk and Dedham Mutual Fire Insurance Company,2016,28405
557,31470,NorGUARD Insurance Company,2016,86038047
558,29700,North American Elite Insurance Company,2016,7325093
559,29874,North American Specialty Insurance Company,2016,27978655
560,43869,North Country Insurance Company,2016,8651255
561,27740,North Pointe Insurance Company,2016,322121
562,21105,North River Insurance Company,2016,35614090
563,25992,"Northern Security Insurance Company, Inc.",2016,6366686
564,24031,Northland Casualty Company,2016,0
565,24015,Northland Insurance Company,2016,6806297
566,23914,Northwestern National Insurance Company,2016,0
567,42552,NOVA Casualty Company,2016,16126851
568,34630,Oak River Insurance Company,2016,88764
569,14190,OBI National Insurance Company,2016,2260747
570,23248,Occidental Fire & Casualty Company of North Carolina,2016,68335876
571,12360,Ocean Harbor Casualty Insurance Company,2016,26120970
572,35602,OHIC Insurance Company,2016,0
573,24074,Ohio Casualty Insurance Company,2016,43016282
574,24104,Ohio Farmers Insurance Company,2016,25440
575,26565,Ohio Indemnity Company,2016,11146475
576,24082,Ohio Security Insurance Company,2016,46249429
577,40231,Old Dominion Insurance Company,2016,31793570
578,24139,Old Republic General Insurance Corporation,2016,12358652
579,24147,Old Republic Insurance Company,2016,81821436
580,35424,Old Republic Security Assurance Company,2016,0
581,37060,Old United Casualty Company,2016,514
582,12254,Omaha Indemnity Company,2016,0
583,34940,Omni Indemnity Company,2016,0
584,39098,Omni Insurance Company,2016,0
585,15385,OneCIS Insurance Company,2016,0
586,22870,Ontario Insurance Company,2016,5254916
587,30175,Oriska Insurance Company,2016,17214522
588,43850,Oswego County Mutual Insurance Company,2016,8236662
589,30350,Otsego County Patrons Co-operative Fire Relief Association,2016,2034549
590,14915,Otsego Mutual Fire Insurance Company,2016,18289541
591,22748,Pacific Employers Insurance Company,2016,72533475
592,20346,Pacific Indemnity Company,2016,212578434
593,37850,Pacific Specialty Insurance Company,2016,114926
594,10222,"PACO Assurance Company, Inc.",2016,422441
595,38946,Paladin Reinsurance Corporation,2016,0
596,13049,Park Insurance Company,2016,14045469
597,38636,Partner Reinsurance Company of the U.S.,2016,0
598,11835,PartnerRe America Insurance Company,2016,4259790
599,10006,PartnerRe Insurance Company of New York,2016,0
600,23442,Patriot General Insurance Company,2016,670892
601,14931,Pawtucket Insurance Company,2016,0
602,25755,Peachtree Casualty Insurance Company,2016,0
603,18333,Peerless Indemnity Insurance Company,2016,7334559
604,24198,Peerless Insurance Company,2016,34003038
605,14982,Penn Millers Insurance Company,2016,1619597
606,32859,Penn-America Insurance Company,2016,-4765
607,21962,Pennsylvania Insurance Company,2016,0
608,14974,Pennsylvania Lumbermens Mutual Insurance Company,2016,30066316
609,12262,Pennsylvania Manufacturers' Association Insurance Company,2016,34533991
610,41424,Pennsylvania Manufacturers Indemnity Company,2016,82845337
611,14990,Pennsylvania National Mutual Casualty Insurance Company,2016,616050
612,37648,Permanent General Assurance Corporation,2016,2061533
613,12297,Petroleum Casualty Company,2016,466448
614,13714,Pharmacists Mutual Insurance Company,2016,7531767
615,18058,Philadelphia Indemnity Insurance Company,2016,384914890
616,12319,Philadelphia Reinsurance Corporation,2016,0
617,25623,Phoenix Insurance Company,2016,172052527
618,41467,Physicians' Reciprocal Insurers,2016,292871663
619,26794,Plans' Liability Insurance Company,2016,0
620,18619,Platte River Insurance Company,2016,2134586
621,30945,Plaza Insurance Company,2016,2875601
622,10287,PMI Insurance Co.,2016,2714433
623,27251,PMI Mortgage Insurance Company,2016,6506747
624,14460,Podiatry Insurance Company of America,2016,9707739
625,37257,Praetorian Insurance Company,2016,28787135
626,15024,Preferred Mutual Insurance Company,2016,168738456
627,36234,Preferred Professional Insurance Company,2016,1515243
628,42226,Princeton Insurance Company,2016,0
629,12873,Privilege Underwriters Reciprocal Exchange,2016,88181467
630,21903,ProCentury Insurance Company,2016,845250
631,11127,Professional Solutions Insurance Company,2016,290117
632,25585,Professionals Direct Insurance Company,2016,0
633,11851,Progressive Advanced Insurance Company,2016,272561327
634,24260,Progressive Casualty Insurance Company,2016,571878320
635,16322,Progressive Direct Insurance Company,2016,17627331
636,24279,Progressive Max Insurance Company,2016,126346735
637,38628,Progressive Northern Insurance Company,2016,17852964
638,42919,Progressive Northwestern Insurance Company,2016,35699407
639,37834,Progressive Preferred Insurance Company,2016,-31775
640,32786,Progressive Specialty Insurance Company,2016,213501680
641,34690,Property and Casualty Insurance Company of Hartford,2016,107363422
642,10638,ProSelect Insurance Company,2016,0
643,12416,Protective Insurance Company,2016,19345141
644,15040,Providence Mutual Fire Insurance Company,2016,4428026
645,24295,Providence Washington Insurance Company,2016,0
646,15059,Public Service Insurance Company,2016,32273960
647,39217,QBE Insurance Corporation,2016,84016624
648,10219,QBE Reinsurance Corporation,2016,0
649,23752,Quanta Indemnity Company,2016,0
650,15067,Quincy Mutual Fire Insurance Company,2016,10290390
651,22705,R&Q Reinsurance Company,2016,0
652,23132,R.V.I. America Insurance Company,2016,1426623
653,33790,"Radian Guaranty, Inc.",2016,31203607
654,30872,Radian Mortgage Assurance Inc.,2016,0
655,38512,Rampart Insurance Company,2016,0
656,11673,Redwood Fire and Casualty Insurance Company,2016,758280
657,24449,Regent Insurance Company,2016,10065190
658,12623,ReliaMax Surety Company,2016,14920979
659,10357,Renaissance Reinsurance U.S. Inc.,2016,0
660,31275,Republic Mortgage Insurance Company of North Carolina,2016,4216458
661,12475,Republic-Franklin Insurance Company,2016,66579923
662,31089,Repwest Insurance Company,2016,2205863
663,43044,Response Insurance Company,2016,0
664,20133,Response Worldwide Direct Auto Insurance Company,2016,0
665,26050,Response Worldwide Insurance Company,2016,0
666,36684,Riverport Insurance Company,2016,13704
667,13056,RLI Insurance Company,2016,51720687
668,12491,Rochdale Insurance Company,2016,122597504
669,42706,"Roche Surety & Casualty Company, Inc.",2016,42365
670,35505,Rockwood Casualty Insurance Company,2016,151575
671,22314,RSUI Indemnity Company,2016,30278186
672,39039,Rural Community Insurance Company,2016,33491548
673,41378,Rutgers Casualty Insurance Company,2016,11929848
674,24740,SAFECO Insurance Company of America,2016,8558678
675,11215,SAFECO Insurance Company of Indiana,2016,40749598
676,24759,Safeco National Insurance Company,2016,47519943
677,11123,Safety First Insurance Company,2016,50790
678,15105,Safety National Casualty Corporation,2016,38269292
679,40460,Sagamore Insurance Company,2016,0
680,38300,"Samsung Fire & Marine Insurance Co., Ltd. (U.S. Branch)",2016,26710879
681,21911,San Francisco Reinsurance Company,2016,0
682,10368,Sauquoit Valley Insurance Company,2016,964029
683,30058,Scor Reinsurance Company,2016,0
684,15580,Scottsdale Indemnity Company,2016,63845880
685,15563,SeaBright Insurance Company,2016,0
686,10054,Securian Casualty Company,2016,906921
687,15113,Security Mutual Insurance Company,2016,42132530
688,19879,Security National Insurance Company,2016,26952025
689,12572,Selective Insurance Company of America,2016,56874107
690,13730,Selective Insurance Company of New York,2016,54189913
691,19259,Selective Insurance Company of South Carolina,2016,30606170
692,39926,Selective Insurance Company of the Southeast,2016,28071372
693,26301,Selective Way Insurance Company,2016,10970096
694,10936,"Seneca Insurance Company, Inc.",2016,66711210
695,11000,"Sentinel Insurance Company, Ltd.",2016,185006062
696,12870,Sentruity Casualty Company,2016,268657
697,28460,Sentry Casualty Company,2016,11631904
698,24988,Sentry Insurance A Mutual Company,2016,11742932
699,21180,Sentry Select Insurance Company,2016,10021877
700,22985,Sequoia Insurance Company,2016,0
701,28240,"Service Insurance Company, Inc.",2016,1957669
702,38776,Sirius America Insurance Company,2016,11663491
703,38997,Sompo Japan Fire & Marine Insurance Company of America,2016,1320887
704,11126,Sompo Japan Insurance Company of America,2016,43674797
705,20613,SPARTA Insurance Company,2016,238670
706,11622,Specialty Surplus Insurance Company,2016,0
707,12885,St. Clair Insurance Company,2016,0
708,24767,St. Paul Fire and Marine Insurance Company,2016,35758092
709,24775,St. Paul Guardian Insurance Company,2016,0
710,24791,St. Paul Mercury Insurance Company,2016,2008215
711,19224,St. Paul Protective Insurance Company,2016,0
712,19070,Standard Fire Insurance Company,2016,12941985
713,18023,Star Insurance Company,2016,8907231
714,40045,StarNet Insurance Company,2016,16987719
715,38318,Starr Indemnity & Liability Company,2016,273343301
716,25496,StarStone National Insurance Company,2016,17032346
717,25127,State Auto Property & Casualty Insurance Company,2016,0
718,25135,State Automobile Mutual Insurance Company,2016,0
719,25143,State Farm Fire and Casualty Company,2016,1060463018
720,25151,State Farm General Insurance Company,2016,0
721,25178,State Farm Mutual Automobile Insurance Company,2016,1543394095
722,36102,State Insurance Fund,2016,2437552497
723,36103,State Insurance Fund Disability Benefits Fund,2016,19240029
724,12831,"State National Insurance Company, Inc.",2016,75635488
725,15210,Sterling Insurance Company,2016,65470335
726,10376,"Sterling Insurance Cooperative, Inc.",2016,6156
727,25180,Stillwater Insurance Company,2016,8517494
728,16578,Stillwater Property and Casualty Insurance Company,2016,-40164
729,10340,Stonington Insurance Company,2016,4148076
730,40436,Stratford Insurance Company,2016,903449
731,11024,Strathmore Insurance Company,2016,23652211
732,39187,Suecia Insurance Company,2016,0
733,10909,Sun Surety Insurance Company,2016,32104
734,10916,SureTec Insurance Company,2016,2544446
735,24047,Surety Bonding Company of America,2016,225071
736,25364,Swiss Reinsurance America Corporation,2016,0
737,13666,Syncora Capital Assurance Inc.,2016,4464041
738,20311,Syncora Guarantee Inc.,2016,5247876
739,12866,T. H. E. Insurance Company,2016,5593375
740,22683,Teachers Insurance Company,2016,0
741,42376,"Technology Insurance Company, Inc.",2016,163801146
742,25534,TIG Insurance Company,2016,1657
743,13242,Titan Indemnity Company,2016,5955464
744,32301,TNUS Insurance Company,2016,2382395
745,42439,Toa Reinsurance Company of America,2016,0
746,10945,Tokio Marine America Insurance Company,2016,26763295
747,15529,Tokio Millennium Re AG (U.S. Branch),2016,0
748,37621,Toyota Motor Insurance Company,2016,2977759
749,41238,Trans Pacific Insurance Company,2016,3510744
750,10952,Transamerica Casualty Insurance Company,2016,38187288
751,19453,Transatlantic Reinsurance Company,2016,0
752,28886,"TransGuard Insurance Company of America, Inc.",2016,730343
753,20494,Transportation Insurance Company,2016,22259550
754,28188,TravCo Insurance Company,2016,108098384
755,19038,Travelers Casualty and Surety Company,2016,26319321
756,31194,Travelers Casualty and Surety Company of America,2016,139121357
757,41769,Travelers Casualty Company,2016,0
758,36170,Travelers Casualty Company of Connecticut,2016,1666115
759,19046,Travelers Casualty Insurance Company of America,2016,123972115
760,40282,Travelers Commercial Casualty Company,2016,0
761,36137,Travelers Commercial Insurance Company,2016,34015617
762,27998,Travelers Home and Marine Insurance Company,2016,222766447
763,25658,Travelers Indemnity Company,2016,231486863
764,25666,Travelers Indemnity Company of America,2016,105597990
765,25682,Travelers Indemnity Company of Connecticut,2016,128391202
766,38130,Travelers Personal Insurance Company,2016,194625594
767,36145,Travelers Personal Security Insurance Company,2016,36409053
768,25674,Travelers Property Casualty Company of America,2016,251187486
769,36161,Travelers Property Casualty Insurance Company,2016,3419007
770,34894,Trenwick America Reinsurance Corporation,2016,0
771,23060,Tri-State Consumer Insurance Company,2016,30115970
772,31003,Tri-State Insurance Company of Minnesota,2016,1862834
773,41211,Triton Insurance Company,2016,2298467
774,21709,Truck Insurance Exchange,2016,14872665
775,27120,Trumbull Insurance Company,2016,18450285
776,29459,Twin City Fire Insurance Company,2016,97508909
777,29599,U.S. Specialty Insurance Company,2016,132686504
778,41050,Underwriter for the Professions Insurance Company,2016,0
779,25798,Unigard Indemnity Company,2016,0
780,25747,Unigard Insurance Company,2016,0
781,25844,Union Insurance Company,2016,14610137
782,21423,Union Insurance Company of Providence,2016,0
783,25860,Union Mutual Fire Insurance Company,2016,51878815
784,36285,United Americas Insurance Company,2016,0
785,36226,United Casualty and Surety Insurance Company,2016,47550
786,29963,United Farm Family Insurance Company,2016,24566580
